Ad_Group1,Dealer Name(match),Count,Est_IHD,Total_Calls,Retailer_Cost
BULK,70993,3000,2017-05-15,9.0,1396.8
BULK,43450,3000,2017-05-15,17.0,1396.8
BULK,213430,3000,2017-05-15,14.0,1396.8
BULK,51006,679,2017-05-15,5.0,383.64
GENERIC,68611,5567,2017-05-15,36.0,2500.14
GENERIC,69213,3000,2017-05-15,35.0,1077.0
GENERIC,213403,3000,2017-05-15,34.0,1185.0
GENERIC,213309,4000,2017-05-15,36.0,1580.0
GENERIC,30541,3000,2017-05-15,46.0,1185.0
RADIUS,0,3800,2017-05-15,37.0,1862.0
BULK,37184,3000,2017-05-22,9.0,1396.8
BULK,62668,3000,2017-05-22,2.0,1396.8
GENERIC,51338,3000,2017-05-22,10.0,1185.0
RADIUS,36197,375,2017-05-22,2.0,183.75
RADIUS,69908,375,2017-05-22,5.0,183.75
RADIUS,213939,250,2017-05-22,2.0,160.0
RADIUS,26337,75,2017-05-22,5.0,56.25
RADIUS,45500,125,2017-05-22,,80.0
RADIUS,73235,300,2017-05-22,1.0,225.0
RADIUS,24146,375,2017-05-22,1.0,240.0
RADIUS,26513,500,2017-05-22,1.0,245.0
RADIUS,53005,625,2017-05-22,,400.0
RADIUS,40364,675,2017-05-22,,506.25
RADIUS,7.02642e+09,125,2017-05-22,2.0,80.0
RADIUS,7.01331e+09,125,2017-05-22,2.0,80.0
RADIUS,69082,375,2017-05-22,1.0,183.75
RADIUS,45094,1750,2017-05-22,3.0,857.5
RADIUS,30718,375,2017-05-22,3.0,183.75
RADIUS,213345,125,2017-05-22,,80.0
RADIUS,80366,250,2017-05-22,,122.5
RADIUS,64925,250,2017-05-22,2.0,160.0
RADIUS,213632,125,2017-05-22,2.0,80.0
RADIUS,62018,1000,2017-05-22,7.0,640.0
BULK,41432,5000,2017-05-22,23.0,2245.5
BULK,75894,3000,2017-05-22,8.0,1269.9
GENERIC,213524,11073,2017-05-22,66.0,4373.84
RADIUS,73093,125,2017-05-22,1.0,72.73
RADIUS,70396,375,2017-05-22,2.0,167.06
RADIUS,7.00004e+09,250,2017-05-22,,145.45
RADIUS,88348,300,2017-05-22,,204.54
RADIUS,0,375,2017-05-22,3.0,218.18
RADIUS,72601,125,2017-05-22,,72.73
RADIUS,86368,250,2017-05-22,,145.45
RADIUS,218031,250,2017-05-22,,145.45
BULK,24146,3000,2017-05-22,11.0,1396.8
BULK,75885,5000,2017-05-22,8.0,2245.5
BULK,7.02642e+09,3000,2017-05-22,14.0,1396.8
BULK,69147,3000,2017-05-22,14.0,1269.9
BULK,72738,3000,2017-05-22,24.0,1269.9
GENERIC,68611,3000,2017-05-22,14.0,1396.8
GENERIC,213309,5000,2017-05-22,58.0,1975.0
GENERIC,0,5000,2017-05-22,40.0,1975.0
BULK,51006,4030,2017-05-29,6.0,1876.37
GENERIC,213569,5000,2017-05-29,21.0,1975.0
GENERIC,213524,8213,2017-05-29,57.0,3244.14
RADIUS,77460,225,2017-05-29,,168.75
RADIUS,65925,375,2017-05-29,2.0,183.75
RADIUS,24146,250,2017-05-29,2.0,160.0
RADIUS,26513,750,2017-05-29,1.0,367.5
RADIUS,0,375,2017-05-29,,183.75
RADIUS,7.00004e+09,375,2017-05-29,1.0,218.18
RADIUS,53005,375,2017-05-29,1.0,240.0
RADIUS,88348,75,2017-05-29,3.0,51.14
RADIUS,0,375,2017-05-29,6.0,218.18
RADIUS,213907,125,2017-05-29,,80.0
RADIUS,40364,825,2017-05-29,3.0,618.75
RADIUS,72601,125,2017-05-29,1.0,72.73
RADIUS,218031,375,2017-05-29,2.0,218.18
RADIUS,69217,250,2017-05-29,2.0,160.0
RADIUS,45094,750,2017-05-29,1.0,367.5
RADIUS,59272,500,2017-05-29,3.0,320.0
RADIUS,79633,375,2017-05-29,,167.06
RADIUS,80366,2250,2017-05-29,2.0,1102.5
RADIUS,64925,875,2017-05-29,3.0,560.0
RADIUS,213632,625,2017-05-29,3.0,400.0
RADIUS,62018,625,2017-05-29,2.0,400.0
BULK,77248,3000,2017-05-29,8.0,1396.8
BULK,75885,5000,2017-05-29,33.0,2245.5
BULK,16696,5262,2017-05-29,22.0,2363.16
BULK,75894,3000,2017-05-29,11.0,1269.9
GENERIC,213632,3000,2017-05-29,32.0,1185.0
BULK,41432,5000,2017-06-05,4.0,2245.5
BULK,51006,4030,2017-06-05,9.0,1876.37
BULK,73243,3000,2017-06-05,16.0,1396.8
GENERIC,213524,8213,2017-06-05,14.0,3244.14
RADIUS,36197,1500,2017-06-05,3.0,735.0
RADIUS,70029,250,2017-06-05,1.0,111.38
RADIUS,73093,125,2017-06-05,,72.73
RADIUS,16180,500,2017-06-05,3.0,245.0
RADIUS,78930,75,2017-06-05,3.0,56.25
RADIUS,45500,125,2017-06-05,1.0,80.0
RADIUS,73235,150,2017-06-05,,112.5
RADIUS,26513,500,2017-06-05,1.0,245.0
RADIUS,0,375,2017-06-05,,183.75
RADIUS,7.00004e+09,125,2017-06-05,1.0,72.73
RADIUS,88348,225,2017-06-05,1.0,153.41
RADIUS,0,500,2017-06-05,4.0,290.9
RADIUS,213907,250,2017-06-05,,160.0
RADIUS,40364,750,2017-06-05,3.0,562.5
RADIUS,213733,125,2017-06-05,,80.0
RADIUS,0,375,2017-06-05,,240.0
RADIUS,89356,750,2017-06-05,,367.5
RADIUS,213643,250,2017-06-05,,122.5
RADIUS,69082,2250,2017-06-05,3.0,1102.5
RADIUS,45094,1000,2017-06-05,4.0,490.0
RADIUS,30718,375,2017-06-05,1.0,183.75
RADIUS,213345,125,2017-06-05,,80.0
RADIUS,59272,125,2017-06-05,3.0,80.0
RADIUS,79633,750,2017-06-05,2.0,334.13
RADIUS,80366,4588,2017-06-05,12.0,2248.12
RADIUS,67411,750,2017-06-05,,367.5
RADIUS,64925,375,2017-06-05,1.0,240.0
RADIUS,213632,250,2017-06-05,,160.0
RADIUS,72991,375,2017-06-05,4.0,167.06
RADIUS,62018,750,2017-06-05,2.0,480.0
BULK,75894,3000,2017-06-05,9.0,1269.9
BULK,16559,3000,2017-06-05,27.0,1396.8
GENERIC,69213,3000,2017-06-05,55.0,1077.0
GENERIC,213309,4000,2017-06-05,19.0,1580.0
BULK,53005,5000,2017-06-05,17.0,2245.5
BULK,62668,3000,2017-06-05,6.0,1396.8
BULK,87440,3000,2017-06-05,22.0,1396.8
GENERIC,68611,3000,2017-06-05,13.0,1185.0
GENERIC,0,5000,2017-06-05,28.0,1795.0
RADIUS,213678,2000,2017-06-05,8.0,980.0
BULK,41432,5000,2017-06-12,13.0,2245.5
BULK,51006,4030,2017-06-12,17.0,1876.37
BULK,75894,3000,2017-06-12,9.0,1269.9
GENERIC,213309,5000,2017-06-12,24.0,1975.0
GENERIC,213524,11073,2017-06-12,155.0,4373.84
RADIUS,36197,750,2017-06-12,7.0,367.5
RADIUS,205566,250,2017-06-12,1.0,160.0
RADIUS,73093,125,2017-06-12,,72.73
RADIUS,78930,150,2017-06-12,2.0,112.5
RADIUS,77460,150,2017-06-12,,112.5
RADIUS,73235,150,2017-06-12,1.0,112.5
RADIUS,26513,250,2017-06-12,2.0,122.5
RADIUS,7.00004e+09,125,2017-06-12,1.0,72.73
RADIUS,88348,225,2017-06-12,,153.41
RADIUS,0,125,2017-06-12,1.0,72.73
RADIUS,16012,75,2017-06-12,,56.25
RADIUS,40364,675,2017-06-12,6.0,506.25
RADIUS,213733,375,2017-06-12,,240.0
RADIUS,0,500,2017-06-12,2.0,320.0
RADIUS,89356,750,2017-06-12,4.0,367.5
RADIUS,73311,125,2017-06-12,,72.73
RADIUS,86368,375,2017-06-12,3.0,218.18
RADIUS,218031,250,2017-06-12,2.0,145.45
RADIUS,69217,125,2017-06-12,1.0,80.0
RADIUS,69082,1500,2017-06-12,2.0,735.0
RADIUS,45094,1000,2017-06-12,2.0,490.0
RADIUS,30718,375,2017-06-12,1.0,183.75
RADIUS,79633,750,2017-06-12,1.0,334.13
RADIUS,80366,1750,2017-06-12,8.0,857.5
RADIUS,67411,2000,2017-06-12,1.0,980.0
RADIUS,64925,125,2017-06-12,,80.0
RADIUS,213632,375,2017-06-12,4.0,240.0
RADIUS,62018,875,2017-06-12,,560.0
BULK,75419,3000,2017-06-12,22.0,1396.8
GENERIC,68611,3000,2017-06-12,17.0,1185.0
GENERIC,7.02642e+09,5000,2017-06-12,17.0,1975.0
GENERIC,213430,3000,2017-06-12,18.0,1185.0
GENERIC,72738,3000,2017-06-12,24.0,1077.0
BULK,41432,5000,2017-06-19,19.0,2245.5
GENERIC,213524,8605,2017-06-19,44.0,3398.98
GENERIC,0,10000,2017-06-19,40.0,3950.0
RADIUS,70381,375,2017-06-19,2.0,167.06
RADIUS,73093,125,2017-06-19,,72.73
RADIUS,78930,75,2017-06-19,,56.25
RADIUS,77460,75,2017-06-19,1.0,56.25
RADIUS,73235,225,2017-06-19,1.0,168.75
RADIUS,26513,500,2017-06-19,,245.0
RADIUS,31924,125,2017-06-19,3.0,80.0
RADIUS,0,375,2017-06-19,12.0,183.75
RADIUS,7.00004e+09,250,2017-06-19,1.0,145.45
RADIUS,88348,225,2017-06-19,,153.41
RADIUS,0,125,2017-06-19,6.0,72.73
RADIUS,40364,525,2017-06-19,3.0,393.75
RADIUS,213733,125,2017-06-19,,80.0
RADIUS,0,125,2017-06-19,,80.0
RADIUS,89356,250,2017-06-19,1.0,122.5
RADIUS,86368,125,2017-06-19,1.0,72.73
RADIUS,218031,125,2017-06-19,,72.73
RADIUS,69082,1500,2017-06-19,,735.0
RADIUS,45094,750,2017-06-19,2.0,367.5
RADIUS,79633,1875,2017-06-19,2.0,835.31
RADIUS,80366,750,2017-06-19,1.0,367.5
RADIUS,67411,1000,2017-06-19,8.0,490.0
RADIUS,64925,250,2017-06-19,6.0,160.0
RADIUS,213632,375,2017-06-19,,240.0
RADIUS,62018,375,2017-06-19,2.0,240.0
BULK,76983,3000,2017-06-19,42.0,1396.8
BULK,75894,3000,2017-06-19,12.0,1269.9
BULK,62668,3000,2017-06-19,19.0,1396.8
GENERIC,68611,3000,2017-06-19,25.0,1185.0
GENERIC,75885,5000,2017-06-19,44.0,1975.0
GENERIC,7.02642e+09,3000,2017-06-19,32.0,1185.0
GENERIC,213309,7500,2017-06-19,59.0,2962.5
GENERIC,0,5000,2017-06-19,14.0,1795.0
GENERIC,213388,3000,2017-06-19,12.0,1185.0
GENERIC,0,3000,2017-06-26,34.0,1185.0
GENERIC,213309,5000,2017-06-26,14.0,1975.0
RADIUS,36197,375,2017-06-26,2.0,183.75
RADIUS,78930,225,2017-06-26,,168.75
RADIUS,45500,125,2017-06-26,,80.0
RADIUS,26513,500,2017-06-26,,245.0
RADIUS,40364,525,2017-06-26,8.0,393.75
RADIUS,213733,125,2017-06-26,,80.0
RADIUS,0,500,2017-06-26,,320.0
RADIUS,69217,125,2017-06-26,6.0,80.0
RADIUS,69082,375,2017-06-26,2.0,183.75
RADIUS,45094,500,2017-06-26,2.0,245.0
RADIUS,30718,375,2017-06-26,2.0,183.75
RADIUS,213345,125,2017-06-26,,80.0
RADIUS,80366,2000,2017-06-26,3.0,980.0
RADIUS,213632,500,2017-06-26,1.0,320.0
RADIUS,62018,375,2017-06-26,,240.0
BULK,75894,3000,2017-06-26,10.0,1269.9
GENERIC,75885,5000,2017-06-26,35.0,1975.0
GENERIC,213368,3000,2017-06-26,20.0,1185.0
GENERIC,213524,6413,2017-06-26,22.0,2533.14
RADIUS,70029,250,2017-06-26,,111.38
RADIUS,7.00004e+09,125,2017-06-26,,72.73
RADIUS,88348,75,2017-06-26,1.0,51.14
RADIUS,0,125,2017-06-26,4.0,72.73
RADIUS,86368,250,2017-06-26,,145.45
RADIUS,79633,1875,2017-06-26,1.0,835.31
BULK,51006,4030,2017-06-26,9.0,1876.37
BULK,7.0002e+09,3000,2017-06-26,19.0,1185.0
BULK,16696,5000,2017-06-26,14.0,2245.5
BULK,31762,3000,2017-06-26,9.0,1396.8
GENERIC,68611,5000,2017-06-26,30.0,1975.0
GENERIC,37441,3000,2017-06-26,21.0,1185.0
GENERIC,37184,3000,2017-06-26,19.0,1185.0
GENERIC,217206,5000,2017-06-26,26.0,1795.0
GENERIC,70993,6330,2017-06-26,54.0,2500.35
GENERIC,72738,3000,2017-06-26,26.0,1077.0
GENERIC,213524,6789,2017-06-26,60.0,2681.66
GENERIC,75885,5000,2017-07-03,40.0,1975.0
BULK,75894,3000,2017-07-03,5.0,1269.9
GENERIC,69157,5000,2017-07-03,19.0,1795.0
GENERIC,226548,5000,2017-07-03,16.0,1975.0
GENERIC,16176,3000,2017-07-03,11.0,1185.0
GENERIC,7.02642e+09,3000,2017-07-03,10.0,1185.0
GENERIC,213309,5000,2017-07-03,37.0,1975.0
GENERIC,213632,3000,2017-07-03,16.0,1185.0
GENERIC,51338,5000,2017-07-03,33.0,1975.0
RADIUS,51338,200,2017-07-03,,98.0
BULK,75894,3000,2017-07-10,25.0,1269.9
GENERIC,37441,3000,2017-07-10,20.0,1185.0
GENERIC,16880,3000,2017-07-10,18.0,1185.0
GENERIC,213309,5000,2017-07-10,35.0,1975.0
GENERIC,72738,5000,2017-07-10,23.0,1795.0
GENERIC,25917,3000,2017-07-10,12.0,1185.0
GENERIC,200093,3000,2017-07-10,19.0,1185.0
GENERIC,16559,3000,2017-07-10,9.0,1185.0
RADIUS,214640,125,2017-07-10,3.0,80.0
RADIUS,0,150,2017-07-10,5.0,112.5
RADIUS,213566,150,2017-07-10,,112.5
RADIUS,205566,125,2017-07-10,,80.0
RADIUS,73093,125,2017-07-10,1.0,72.73
RADIUS,71163,250,2017-07-10,,111.38
RADIUS,78930,150,2017-07-10,3.0,112.5
RADIUS,45500,250,2017-07-10,2.0,122.5
RADIUS,73235,75,2017-07-10,1.0,56.25
RADIUS,26513,750,2017-07-10,,367.5
RADIUS,88348,450,2017-07-10,1.0,306.81
RADIUS,16012,75,2017-07-10,,56.25
RADIUS,40364,675,2017-07-10,2.0,506.25
RADIUS,72097,375,2017-07-10,2.0,167.06
RADIUS,0,250,2017-07-10,,160.0
RADIUS,213309,900,2017-07-10,4.0,675.0
RADIUS,89356,500,2017-07-10,,245.0
RADIUS,73311,125,2017-07-10,,72.73
RADIUS,86368,375,2017-07-10,,218.18
RADIUS,218031,500,2017-07-10,1.0,290.9
RADIUS,213643,250,2017-07-10,,122.5
RADIUS,45094,1000,2017-07-10,1.0,490.0
RADIUS,7.00001e+09,75,2017-07-10,1.0,56.25
RADIUS,213345,375,2017-07-10,,240.0
RADIUS,59272,125,2017-07-10,,80.0
RADIUS,79633,375,2017-07-10,1.0,167.06
RADIUS,80366,1250,2017-07-10,2.0,612.5
RADIUS,67411,250,2017-07-10,1.0,122.5
RADIUS,64925,125,2017-07-10,,80.0
RADIUS,213632,375,2017-07-10,1.0,240.0
RADIUS,62018,250,2017-07-10,1.0,160.0
GENERIC,44902,3000,2017-07-10,40.0,1185.0
GENERIC,42211,3000,2017-07-10,27.0,1185.0
RADIUS,213678,2000,2017-07-10,30.0,980.0
BULK,77248,3000,2017-07-17,12.0,1396.8
BULK,76983,5000,2017-07-17,19.0,2245.5
GENERIC,31447,3000,2017-07-17,26.0,1185.0
GENERIC,26337,5000,2017-07-17,16.0,1975.0
GENERIC,213569,10000,2017-07-17,38.0,3950.0
GENERIC,75885,5000,2017-07-17,39.0,1975.0
GENERIC,213309,5000,2017-07-17,38.0,1975.0
GENERIC,213524,6413,2017-07-17,23.0,2533.14
GENERIC,213524,7157,2017-07-17,16.0,2827.02
RADIUS,0,75,2017-07-17,12.0,56.25
RADIUS,205566,125,2017-07-17,1.0,80.0
RADIUS,69614,75,2017-07-17,,56.25
RADIUS,73235,375,2017-07-17,1.0,281.25
RADIUS,26513,750,2017-07-17,1.0,367.5
RADIUS,7.00004e+09,125,2017-07-17,1.0,72.73
RADIUS,88348,225,2017-07-17,,153.41
RADIUS,40364,300,2017-07-17,1.0,225.0
RADIUS,213733,375,2017-07-17,,218.18
RADIUS,41152,75,2017-07-17,1.0,56.25
RADIUS,7.02679e+09,250,2017-07-17,1.0,145.45
RADIUS,213309,75,2017-07-17,5.0,51.14
RADIUS,89356,204,2017-07-17,1.0,99.96
RADIUS,73311,125,2017-07-17,,72.73
RADIUS,86368,125,2017-07-17,2.0,72.73
RADIUS,218031,250,2017-07-17,2.0,145.45
RADIUS,45094,2000,2017-07-17,5.0,980.0
RADIUS,7.00001e+09,300,2017-07-17,1.0,204.54
RADIUS,59272,125,2017-07-17,,80.0
RADIUS,79633,750,2017-07-17,,334.13
RADIUS,80366,750,2017-07-17,1.0,367.5
RADIUS,67411,250,2017-07-17,1.0,122.5
RADIUS,64925,250,2017-07-17,1.0,160.0
RADIUS,213632,625,2017-07-17,8.0,363.63
RADIUS,62018,125,2017-07-17,1.0,80.0
RADIUS,69073,6000,2017-07-17,30.0,2673.0
BULK,75894,3000,2017-07-17,24.0,1269.9
GENERIC,68611,3000,2017-07-17,14.0,1185.0
GENERIC,7.02642e+09,3000,2017-07-17,14.0,1185.0
GENERIC,80366,15000,2017-07-24,155.0,5925.0
GENERIC,25917,3000,2017-07-24,24.0,1185.0
RADIUS,213566,150,2017-07-24,,102.27
RADIUS,16180,75,2017-07-24,2.0,56.25
RADIUS,78930,75,2017-07-24,,56.25
RADIUS,45500,500,2017-07-24,,245.0
RADIUS,26513,750,2017-07-24,,367.5
RADIUS,213907,125,2017-07-24,,72.73
RADIUS,16012,150,2017-07-24,1.0,112.5
RADIUS,40364,525,2017-07-24,1.0,393.75
RADIUS,7.02642e+09,125,2017-07-24,1.0,72.73
RADIUS,7.02679e+09,250,2017-07-24,,145.45
RADIUS,213309,675,2017-07-24,2.0,460.22
RADIUS,45094,250,2017-07-24,,122.5
RADIUS,7.00001e+09,525,2017-07-24,,357.95
RADIUS,80366,500,2017-07-24,4.0,245.0
RADIUS,67411,1000,2017-07-24,3.0,490.0
RADIUS,64925,250,2017-07-24,8.0,160.0
RADIUS,213632,750,2017-07-24,,436.35
RADIUS,62018,375,2017-07-24,3.0,240.0
BULK,71627,5000,2017-07-24,13.0,2041.5
GENERIC,51006,4101,2017-07-24,21.0,1619.9
GENERIC,75885,5000,2017-07-24,24.0,1975.0
GENERIC,213524,9899,2017-07-24,56.0,3553.74
GENERIC,213524,10585,2017-07-24,54.0,3800.01
GENERIC,213673,5000,2017-07-24,42.0,1795.0
RADIUS,70029,500,2017-07-24,1.0,222.75
RADIUS,71163,500,2017-07-24,,222.75
RADIUS,7.00004e+09,125,2017-07-24,,72.73
RADIUS,88348,150,2017-07-24,1.0,102.27
RADIUS,72097,375,2017-07-24,1.0,167.06
RADIUS,86368,125,2017-07-24,2.0,72.73
RADIUS,218031,250,2017-07-24,,145.45
RADIUS,7.02687e+09,375,2017-07-24,1.0,218.18
RADIUS,79633,1125,2017-07-24,,501.19
RADIUS,72991,750,2017-07-24,1.0,334.13
RADIUS,69073,6000,2017-07-24,44.0,2673.0
RADIUS,51338,800,2017-07-24,6.0,392.0
BULK,76202,3000,2017-07-24,19.0,1396.8
BULK,75894,3000,2017-07-24,22.0,1269.9
GENERIC,68611,3000,2017-07-24,20.0,1185.0
GENERIC,213627,3000,2017-07-24,12.0,1077.0
GENERIC,70993,6330,2017-07-24,53.0,2500.35
GENERIC,42211,3000,2017-07-24,19.0,1185.0
GENERIC,72738,5000,2017-07-24,82.0,1795.0
GENERIC,62668,3000,2017-07-24,1.0,1185.0
GENERIC,75419,3000,2017-07-24,27.0,1185.0
GENERIC,37184,3000,2017-07-31,14.0,1185.0
GENERIC,213569,5000,2017-07-31,16.0,1795.0
GENERIC,75885,5000,2017-07-31,60.0,1975.0
GENERIC,213309,5000,2017-07-31,34.0,1795.0
RADIUS,213566,150,2017-07-31,2.0,102.27
RADIUS,205566,125,2017-07-31,8.0,80.0
RADIUS,69614,75,2017-07-31,1.0,56.25
RADIUS,16180,75,2017-07-31,1.0,56.25
RADIUS,45500,250,2017-07-31,1.0,122.5
RADIUS,73235,150,2017-07-31,,112.5
RADIUS,26513,500,2017-07-31,1.0,245.0
RADIUS,40364,750,2017-07-31,2.0,562.5
RADIUS,7.02679e+09,500,2017-07-31,,290.9
RADIUS,213309,450,2017-07-31,2.0,306.81
RADIUS,45094,1250,2017-07-31,,612.5
RADIUS,7.00001e+09,225,2017-07-31,1.0,153.41
RADIUS,213345,250,2017-07-31,1.0,111.38
RADIUS,80366,1500,2017-07-31,12.0,735.0
RADIUS,67411,1250,2017-07-31,4.0,612.5
RADIUS,213632,500,2017-07-31,,290.9
RADIUS,62018,500,2017-07-31,2.0,320.0
GENERIC,69157,5000,2017-07-31,18.0,1795.0
GENERIC,68611,5000,2017-07-31,22.0,1975.0
GENERIC,54578,5000,2017-07-31,26.0,1975.0
GENERIC,75894,3000,2017-07-31,10.0,1077.0
GENERIC,7.02642e+09,5000,2017-07-31,37.0,1975.0
GENERIC,43450,5000,2017-07-31,27.0,1975.0
GENERIC,62668,3000,2017-07-31,4.0,1185.0
RADIUS,70396,375,2017-07-31,,167.06
RADIUS,71163,500,2017-07-31,,222.75
RADIUS,7.00004e+09,125,2017-07-31,,72.73
RADIUS,88348,150,2017-07-31,1.0,102.27
RADIUS,73311,250,2017-07-31,,145.45
RADIUS,218031,375,2017-07-31,,218.18
RADIUS,7.02687e+09,125,2017-07-31,,72.73
GENERIC,213524,16310,2017-08-07,80.0,5855.29
GENERIC,213524,10246,2017-08-07,69.0,3678.31
RADIUS,213566,75,2017-08-07,1.0,51.14
RADIUS,70029,500,2017-08-07,2.0,222.75
RADIUS,213939,125,2017-08-07,1.0,72.73
RADIUS,70396,375,2017-08-07,,167.06
RADIUS,71163,250,2017-08-07,2.0,111.38
RADIUS,213368,250,2017-08-07,,111.38
RADIUS,88348,225,2017-08-07,,153.41
RADIUS,213733,125,2017-08-07,,72.73
RADIUS,7.02679e+09,1125,2017-08-07,2.0,654.53
RADIUS,213309,1200,2017-08-07,2.0,818.16
RADIUS,218031,500,2017-08-07,2.0,290.9
RADIUS,7.01331e+09,125,2017-08-07,,72.73
RADIUS,7.02687e+09,250,2017-08-07,1.0,145.45
RADIUS,213643,250,2017-08-07,1.0,111.38
RADIUS,7.00001e+09,150,2017-08-07,,102.27
RADIUS,213835,375,2017-08-07,,218.18
RADIUS,7.00004e+09,125,2017-08-07,,72.73
RADIUS,79633,1875,2017-08-07,1.0,835.31
RADIUS,213632,875,2017-08-07,3.0,509.08
RADIUS,213527,75,2017-08-07,1.0,51.14
RADIUS,0,5400,2017-08-07,58.0,2405.7
BULK,77248,5000,2017-08-07,15.0,2245.5
BULK,77711,3000,2017-08-07,4.0,1269.9
GENERIC,68611,10000,2017-08-07,48.0,3950.0
GENERIC,213309,5000,2017-08-07,20.0,1795.0
GENERIC,213632,3000,2017-08-07,18.0,1077.0
GENERIC,25917,3000,2017-08-07,11.0,1185.0
RADIUS,42604,500,2017-08-07,2.0,245.0
RADIUS,78930,150,2017-08-07,,112.5
RADIUS,73235,300,2017-08-07,,225.0
RADIUS,26513,750,2017-08-07,1.0,367.5
RADIUS,53005,625,2017-08-07,,400.0
RADIUS,16012,150,2017-08-07,2.0,112.5
RADIUS,40364,1350,2017-08-07,1.0,1012.5
RADIUS,41152,75,2017-08-07,,56.25
RADIUS,45094,1250,2017-08-07,2.0,612.5
RADIUS,30718,375,2017-08-07,,183.75
RADIUS,67411,250,2017-08-07,2.0,122.5
RADIUS,64925,125,2017-08-07,,80.0
RADIUS,62018,250,2017-08-07,,160.0
RADIUS,208706,750,2017-08-07,4.0,367.5
BULK,73677,20000,2017-08-14,62.0,7366.0
GENERIC,26337,5000,2017-08-14,13.0,1975.0
GENERIC,213569,5000,2017-08-14,34.0,1795.0
GENERIC,213524,8555,2017-08-14,46.0,3071.25
GENERIC,213524,12692,2017-08-14,81.0,4556.43
RADIUS,213566,150,2017-08-14,,102.27
RADIUS,42604,250,2017-08-14,,122.5
RADIUS,213522,75,2017-08-14,,51.14
RADIUS,69614,75,2017-08-14,8.0,56.25
RADIUS,16180,75,2017-08-14,,56.25
RADIUS,71163,250,2017-08-14,,111.38
RADIUS,45500,750,2017-08-14,2.0,367.5
RADIUS,65925,375,2017-08-14,2.0,183.75
RADIUS,73235,75,2017-08-14,1.0,56.25
RADIUS,26513,1000,2017-08-14,1.0,490.0
RADIUS,7.00004e+09,125,2017-08-14,,72.73
RADIUS,53005,125,2017-08-14,,80.0
RADIUS,88348,450,2017-08-14,,306.81
RADIUS,40364,450,2017-08-14,3.0,337.5
RADIUS,41152,75,2017-08-14,,56.25
RADIUS,72097,375,2017-08-14,4.0,167.06
RADIUS,7.02679e+09,875,2017-08-14,3.0,509.08
RADIUS,213309,975,2017-08-14,1.0,664.76
RADIUS,89356,250,2017-08-14,,122.5
RADIUS,73311,250,2017-08-14,,145.45
RADIUS,218031,125,2017-08-14,,72.73
RADIUS,7.01331e+09,125,2017-08-14,3.0,72.73
RADIUS,7.02687e+09,125,2017-08-14,,72.73
RADIUS,69217,250,2017-08-14,2.0,145.45
RADIUS,45094,1500,2017-08-14,1.0,735.0
RADIUS,7.00001e+09,225,2017-08-14,1.0,153.41
RADIUS,213345,250,2017-08-14,,111.38
RADIUS,67411,750,2017-08-14,2.0,367.5
RADIUS,213632,375,2017-08-14,,218.18
RADIUS,72991,375,2017-08-14,1.0,167.06
RADIUS,76059,125,2017-08-14,,61.25
RADIUS,62018,125,2017-08-14,,80.0
GENERIC,213309,5000,2017-08-14,46.0,1795.0
GENERIC,213430,3000,2017-08-14,19.0,1077.0
GENERIC,42246,5696,2017-08-14,39.0,2249.92
GENERIC,72738,5000,2017-08-14,11.0,1795.0
GENERIC,7.03217e+09,4092,2017-08-14,27.0,1616.34
GENERIC,62668,3000,2017-08-14,4.0,1185.0
BULK,0,3000,2017-08-21,23.0,1396.8
GENERIC,37184,3000,2017-08-21,8.0,1185.0
GENERIC,16176,3000,2017-08-21,21.0,1185.0
GENERIC,75419,3000,2017-08-21,23.0,1185.0
GENERIC,16559,3000,2017-08-21,22.0,1185.0
RADIUS,42604,250,2017-08-21,,122.5
RADIUS,205566,125,2017-08-21,,80.0
RADIUS,78930,150,2017-08-21,,112.5
RADIUS,77460,75,2017-08-21,,56.25
RADIUS,65925,375,2017-08-21,3.0,183.75
RADIUS,26513,750,2017-08-21,4.0,367.5
RADIUS,16012,75,2017-08-21,2.0,56.25
RADIUS,40364,675,2017-08-21,,506.25
RADIUS,41152,75,2017-08-21,,56.25
RADIUS,209351,250,2017-08-21,,160.0
RADIUS,45094,1750,2017-08-21,3.0,857.5
RADIUS,30718,375,2017-08-21,1.0,183.75
RADIUS,67411,1000,2017-08-21,3.0,490.0
RADIUS,64925,125,2017-08-21,2.0,80.0
RADIUS,76059,375,2017-08-21,1.0,183.75
RADIUS,62018,250,2017-08-21,1.0,160.0
RADIUS,51338,1200,2017-08-21,3.0,588.0
GENERIC,523,3824,2017-08-21,12.0,1510.48
GENERIC,41432,3000,2017-08-21,14.0,1185.0
GENERIC,75885,5000,2017-08-21,42.0,1975.0
GENERIC,44902,3000,2017-08-21,35.0,1185.0
GENERIC,213524,6413,2017-08-21,90.0,2302.27
GENERIC,213524,7157,2017-08-21,60.0,2569.36
GENERIC,213673,10000,2017-08-21,72.0,3590.0
RADIUS,213566,75,2017-08-21,2.0,51.14
RADIUS,70029,250,2017-08-21,,111.38
RADIUS,213939,250,2017-08-21,,145.45
RADIUS,213522,150,2017-08-21,,102.27
RADIUS,213368,250,2017-08-21,9.0,111.38
RADIUS,7.00004e+09,125,2017-08-21,1.0,72.73
RADIUS,88348,225,2017-08-21,1.0,153.41
RADIUS,213733,250,2017-08-21,1.0,145.45
RADIUS,72097,750,2017-08-21,2.0,167.06
